1.261821181697251770e+00 3.051929552110952976e-03 9.009500000000000000e+03
1.225037659591648120e+00 -5.057244025098547174e-02 9.009510030864197688e+03
1.185414903113175322e+00 -1.016534473781130349e-01 9.009520061728393557e+03
1.143149504054035148e+00 -1.502043823264827827e-01 9.009530092592591245e+03
1.098425380686067987e+00 -1.962396281896855166e-01 9.009540123456788933e+03
1.051415307422973511e+00 -2.397739637382800548e-01 9.009550154320984802e+03
1.002282283876899882e+00 -2.808220565958792769e-01 9.009560185185182490e+03
9.511807543175812008e-01 -3.193981036924913308e-01 9.009570216049378359e+03
8.982576894910622167e-01 -3.555155854265838467e-01 9.009580246913576048e+03
8.436535442674842900e-01 -3.891871061672095289e-01 9.009590277777773736e+03
7.875031034397574903e-01 -4.204243001838917637e-01 9.009600308641969605e+03
7.299362281822540099e-01 -4.492377859976328103e-01 9.009610339506167293e+03
6.710785149594010734e-01 -4.756371558293488455e-01 9.009620370370364981e+03
6.110518770629702612e-01 -4.996309900435727536e-01 9.009630401234560850e+03
5.499750588494400905e-01 -5.212268882895667588e-01 9.009640432098758538e+03
4.879640915257492662e-01 -5.404315110508232101e-01 9.009650462962954407e+03
4.251326983899775258e-01 -5.572506267379964129e-01 9.009660493827152095e+03
3.615926569535735102e-01 -5.716891604683070893e-01 9.009670524691349783e+03
2.974541243054071860e-01 -5.837512416619914379e-01 9.009680555555545652e+03
2.328259319921831549e-01 -5.934402481335714352e-01 9.009690586419743340e+03
1.678158557727175149e-01 -6.007588450192367091e-01 9.009700617283941028e+03
1.025308652301361728e-01 -6.057090172638414094e-01 9.009710648148136897e+03
3.707735808196586241e-02 -6.082920947048016114e-01 9.009720679012334585e+03
-2.843861621634934111e-02 -6.085087691005578447e-01 9.009730709876530454e+03
-9.391113970309963865e-02 -6.063591026929956440e-01 9.009740740740728143e+03
-1.592342113271062454e-01 -6.018425280563207691e-01 9.009750771604925831e+03
-2.243015307710852502e-01 -5.949578392087081502e-01 9.009760802469121700e+03
-2.890062763923171851e-01 -5.857031741256347734e-01 9.009770833333319388e+03
-3.532408729510889689e-01 -5.740759890154416567e-01 9.009780864197517076e+03
-4.168967448690775179e-01 -5.600730249026775187e-01 9.009790895061712945e+03
-4.798640500952144339e-01 -5.436902673862006319e-01 9.009800925925910633e+03
-5.420313897312696305e-01 -5.249229007025887350e-01 9.009810956790106502e+03
-6.032854878876924287e-01 -5.037652576674679361e-01 9.009820987654304190e+03
-6.635108357511805277e-01 -4.802107675976602930e-01 9.009831018518501878e+03
-7.225892934432499581e-01 -4.542519049038235002e-01 9.009841049382697747e+03
-7.803996423767437518e-01 -4.258801419206074135e-01 9.009851080246895435e+03
-8.368170800028708056e-01 -3.950859106435465895e-01 9.009861111111093123e+03
-8.917126483559932870e-01 -3.618585792022413483e-01 9.009871141975288992e+03
-9.449525863358254618e-01 -3.261864508686402875e-01 9.009881172839486680e+03
-9.963975951332003644e-01 -2.880567953817940174e-01 9.009891203703682550e+03
-1.045902005272876467e+00 -2.474559250383273623e-01 9.009901234567880238e+03
-1.093312832399563117e+00 -2.043693318142265347e-01 9.009911265432077926e+03
-1.138468708932443230e+00 -1.587819056695838893e-01 9.009921296296273795e+03
-1.181198677970440203e+00 -1.106782599103642850e-01 9.009931327160471483e+03
-1.221320836176734037e+00 -6.004319629582453854e-02 9.009941358024669171e+03
-1.258640813786305213e+00 -6.862350863297239818e-03 9.009951388888865040e+03
-1.292950082628422370e+00 4.887692830357680956e-02 9.009961419753062728e+03
-1.324024087723264298e+00 1.071844072188087305e-01 9.009971450617258597e+03
-1.351620206403677749e+00 1.680654172287396331e-01 9.009981481481456285e+03
-1.375475551231930993e+00 2.315188344094029071e-01 9.009991512345653973e+03
-1.395304651940089347e+00 2.975344700148831456e-01 9.010001543209849842e+03
-1.410797078899904244e+00 3.660897321428213669e-01 9.010011574074047530e+03
-1.421615109393527421e+00 4.371453946015810277e-01 9.010021604938245218e+03
-1.427391592099042761e+00 5.106402873557039923e-01 9.010031635802441087e+03
-1.427728237840792280e+00 5.864847045207477461e-01 9.010041666666638775e+03
-1.422194661016007444e+00 6.645523204012756535e-01 9.010051697530834645e+03
-1.410328618924220123e+00 7.446704199559386339e-01 9.010061728395032333e+03
-1.391638046845790511e+00 8.266083016895704461e-01 9.010071759259230021e+03
-1.365605661194593257e+00 9.100638197298007714e-01 9.010081790123425890e+03
-1.331697088633410297e+00 9.946482214444702930e-01 9.010091820987623578e+03
-1.289373647716034244e+00 1.079869739075354662e+00 9.010101851851821266e+03
-1.238111012168481295e+00 1.165116834530020240e+00 9.010111882716017135e+03
-1.177424944339106272e+00 1.249642591075077913e+00 9.010121913580214823e+03
-1.106904996478116132e+00 1.332552478181307620e+00 9.010131944444410692e+03
-1.026256408025287392e+00 1.412798512152802166e+00 9.010141975308608380e+03
-9.353492622161466707e-01 1.489183530861455607e+00 9.010152006172806068e+03
-8.342722510080328169e-01 1.560379630832624320e+00 9.010162037037001937e+03
-7.233862367464646281e-01 1.624964416606382578e+00 9.010172067901199625e+03
-6.033705398586471924e-01 1.681477216587590195e+00 9.010182098765397313e+03
-4.752531592674202332e-01 1.728494612747214942e+00 9.010192129629593182e+03
-3.404157980017501473e-01 1.764720671491627257e+00 9.010202160493790871e+03
