2.669231619697715607e-01 2.798086569147621803e-03 8.856500000000000000e+03
2.213637010569820818e-01 -7.766652264932115066e-03 8.856510030864197688e+03
1.752710975149263106e-01 -1.631740123965396902e-02 8.856520061728393557e+03
1.287583104893199604e-01 -2.284705611053121366e-02 8.856530092592591245e+03
8.193776969459203030e-02 -2.735019839088611779e-02 8.856540123456788933e+03
3.492153199677931752e-02 -2.982303504181517753e-02 8.856550154320984802e+03
-1.217856290511561655e-02 -3.026335863839318269e-02 8.856560185185182490e+03
-5.925073761353150809e-02 -2.867052718022988084e-02 8.856570216049378359e+03
-1.061831228167968294e-01 -2.504546306327198185e-02 8.856580246913576048e+03
-1.528636032281853463e-01 -1.939067111638537177e-02 8.856590277777773736e+03
-1.991796634889200501e-01 -1.171027599816328729e-02 8.856600308641969605e+03
-2.450182339005524401e-01 -2.010079596973111254e-03 8.856610339506167293e+03
-2.902655356694379685e-01 9.702360489592531598e-03 8.856620370370364981e+03
-3.348069258013512961e-01 2.341762994879747345e-02 8.856630401234560850e+03
-3.785267420088184176e-01 3.912433240455855804e-02 8.856640432098758538e+03
-4.213081479171539856e-01 5.680893737566544699e-02 8.856650462962954407e+03
-4.630329798708566758e-01 7.645559896637513231e-02 8.856660493827152095e+03
-5.035815962736313045e-01 9.804594198294240559e-02 8.856670524691349783e+03
-5.428327318785379774e-01 1.215588120809973638e-01 8.856680555555545652e+03
-5.806633594397081488e-01 1.469699858485436772e-01 8.856690586419743340e+03
-6.169485622877219910e-01 1.742518364177000623e-01 8.856700617283941028e+03
-6.515614224017676204e-01 2.033729498361047938e-01 8.856710648148136897e+03
-6.843729298239944470e-01 2.342976871976565345e-01 8.856720679012334585e+03
-7.152519204622964644e-01 2.669856871499945439e-01 8.856730709876530454e+03
-7.440650512948439044e-01 3.013913035831304321e-01 8.856740740740728143e+03
-7.706768237052350479e-01 3.374629733043862378e-01 8.856750771604925831e+03
-7.949496680542670335e-01 3.751425091623589725e-01 8.856760802469121700e+03
-8.167441049117681873e-01 4.143643148015926370e-01 8.856770833333319388e+03
-8.359190011251083074e-01 4.550545185971463513e-01 8.856780864197517076e+03
-8.523319419635863037e-01 4.971300266487734820e-01 8.856790895061712945e+03
-8.658397433515503394e-01 5.404974971670518658e-01 8.856800925925910633e+03
-8.762991313556386386e-01 5.850522426428327316e-01 8.856810956790106502e+03
-8.835676188193689606e-01 6.306770712384370814e-01 8.856820987654304190e+03
-8.875046111971757190e-01 6.772410849258821974e-01 8.856831018518501878e+03
-8.879727750403673125e-01 7.245984600200960912e-01 8.856841049382697747e+03
-8.848397024414602630e-01 7.725872447953960886e-01 8.856851080246895435e+03
-8.779799027009133061e-01 8.210282200801063412e-01 8.856861111111093123e+03
-8.672771476645624311e-01 8.697238807013628614e-01 8.856871141975288992e+03
-8.526271888567177326e-01 9.184576091593121827e-01 8.856881172839486680e+03
-8.339408520152838955e-01 9.669931258705819488e-01 8.856891203703682550e+03
-8.111474968735837843e-01 1.015074313564021002e+00 8.856901234567880238e+03
-7.841988069702968689e-01 1.062425523160284158e+00 8.856911265432077926e+03
-7.530728453585583404e-01 1.108752474947367839e+00 8.856921296296273795e+03
-7.177782779162655835e-01 1.153743868713198228e+00 8.856931327160471483e+03
-6.783586282688375269e-01 1.197073807049708227e+00 8.856941358024669171e+03
-6.348963884443238337e-01 1.238405116429235342e+00 8.856951388888865040e+03
-5.875167722254155400e-01 1.277393616816223876e+00 8.856961419753062728e+03
-5.363908668969344928e-01 1.313693343754704923e+00 8.856971450617258597e+03
-4.817379199498637576e-01 1.346962666307443435e+00 8.856981481481456285e+03
-4.238264961478509507e-01 1.376871172811388488e+00 8.856991512345653973e+03
-3.629742612828615878e-01 1.403107119827829763e+00 8.857001543209849842e+03
