1.600000000000000033e-01 1.413789999999999924e-27
2.079999999999999905e-01 1.304169999999999931e-29
2.703999999999999737e-01 1.388779999999999850e-30
3.515199999999999991e-01 4.791699999999999676e-31
4.569759999999999933e-01 1.931829999999999929e-31
5.940689999999999582e-01 8.014660000000000012e-32
7.722890000000000033e-01 3.245499999999999575e-32
1.000000000000000000e+00 1.308979999999999930e-32
1.500000000000000000e+00 5.615299999999999893e-33
2.250000000000000000e+00 3.170169999999999655e-33
3.375000000000000000e+00 1.004259999999999956e-33
5.062500000000000000e+00 5.080330000000000156e-34
7.593750000000000000e+00 3.178020000000000108e-34
1.139059999999999917e+01 2.782459999999999737e-34
1.708589999999999876e+01 2.942759999999999746e-34
2.562890000000000157e+01 3.585640000000000007e-34
3.844339999999999691e+01 4.767329999999999378e-34
5.766499999999999915e+01 6.662979999999999469e-34
8.649760000000000559e+01 9.578919999999999944e-34
1.297460000000000093e+02 1.399730000000000006e-33
