1.000000000000000062e-09 9.361033800747445639e+03
1.873087572364077974e-09 8.851853885305865333e+03
2.746175144728156093e-09 8.389646430668566609e+03
3.619262717092234212e-09 7.963750918287240893e+03
4.492350289456312331e-09 7.567857189805678900e+03
5.365437861820390449e-09 7.197670263989572049e+03
6.238525434184468568e-09 6.850028058275830517e+03
7.111613006548546687e-09 6.522480881795455389e+03
7.984700578912625633e-09 6.213061549733723041e+03
8.857788151276703752e-09 5.920147541962454852e+03
9.730875723640781871e-09 5.642372623031241346e+03
1.060396329600485999e-08 5.378567204368600869e+03
1.147705086836893811e-08 5.127716447388374036e+03
1.235013844073301623e-08 4.888929851853209584e+03
1.322322601309709435e-08 4.661418577167316471e+03
1.409631358546117246e-08 4.444478138714107445e+03
1.496940115782524893e-08 4.237474948477333783e+03
1.584248873018932870e-08 4.039835667292442395e+03
1.671557630255340517e-08 3.851038656851224459e+03
1.758866387491748163e-08 3.670607028468447879e+03
1.846175144728156140e-08 3.498102925209991099e+03
1.933483901964564118e-08 3.333122769940942817e+03
2.020792659200971764e-08 3.175293279571712901e+03
2.108101416437379411e-08 3.024268094006777119e+03
2.195410173673787388e-08 2.879724903332918075e+03
2.282718930910195365e-08 2.741362982635809203e+03
2.370027688146603012e-08 2.608901063171567785e+03
2.457336445383010658e-08 2.482075483265190542e+03
2.544645202619418635e-08 2.360638573526145592e+03
2.631953959855826613e-08 2.244357239655318608e+03
2.719262717092234259e-08 2.133011712904936303e+03
2.806571474328641906e-08 2.026394443606399818e+03
2.893880231565049883e-08 1.924309117438383282e+03
2.981188988801458191e-08 1.826569777534605237e+03
3.068497746037865507e-08 1.733000038332559143e+03
3.155806503274273484e-08 1.643432379200986816e+03
3.243115260510681461e-08 1.557707507735890431e+03
3.330424017747089439e-08 1.475673784161959475e+03
3.417732774983496754e-08 1.397186699511608822e+03
3.505041532219904732e-08 1.322108401389853043e+03
3.592350289456312709e-08 1.250307262070273509e+03
3.679659046692720686e-08 1.181657483893693779e+03
3.766967803929128664e-08 1.116038737917642266e+03
3.854276561165535979e-08 1.053335832392968996e+03
3.941585318401943956e-08 9.934384083685017686e+02
4.028894075638351934e-08 9.362406593205653280e+02
4.116202832874759249e-08 8.816410720513993056e+02
4.203511590111167227e-08 8.295421871743418478e+02
4.290820347347575204e-08 7.798503779068788617e+02
4.378129104583983181e-08 7.324756445842082258e+02
4.465437861820391159e-08 6.873314232926479690e+02
4.552746619056798474e-08 6.443344083229684429e+02
4.640055376293206451e-08 6.034043870262802329e+02
4.727364133529614429e-08 5.644640848542396725e+02
4.814672890766021744e-08 5.274390208844025665e+02
4.901981648002429722e-08 4.922573732756658274e+02
4.989290405238837699e-08 4.588498522027518902e+02
5.076599162475245676e-08 4.271495809376657462e+02
5.163907919711653654e-08 3.970919848236331973e+02
5.251216676948060969e-08 3.686146857543233750e+02
5.338525434184468947e-08 3.416574033462675857e+02
5.425834191420876924e-08 3.161618620909751485e+02
5.513142948657284239e-08 2.920717027118030842e+02
5.600451705893692217e-08 2.693323992820972990e+02
5.687760463130100194e-08 2.478911803608967261e+02
5.775069220366508171e-08 2.276969539859888130e+02
5.862377977602916149e-08 2.087002371177492819e+02
5.949686734839323464e-08 1.908530878096570973e+02
6.036995492075731442e-08 1.741090412787747823e+02
6.124304249312138757e-08 1.584230483824092062e+02
6.211613006548546073e-08 1.437514173148921373e+02
6.298921763784954712e-08 1.300517574366985230e+02
6.386230521021362027e-08 1.172829254005315676e+02
6.473539278257769343e-08 1.054049740107916762e+02
6.560848035494177982e-08 9.437910125460575728e+01
6.648156792730585298e-08 8.416760382119120720e+01
6.735465549966992613e-08 7.473382825584049272e+01
6.822774307203401252e-08 6.604212731168486528e+01
6.910083064439808568e-08 5.805781412514655671e+01
6.997391821676217207e-08 5.074711882173160404e+01
7.084700578912624522e-08 4.407714558595342424e+01
7.172009336149031838e-08 3.801582568374498550e+01
7.259318093385440477e-08 3.253188356171168749e+01
7.346626850621847793e-08 2.759478201869831793e+01
7.433935607858256432e-08 2.317467618065713353e+01
7.521244365094663747e-08 1.924236628298689311e+01
7.608553122331071063e-08 1.576929617173981235e+01
7.695861879567479702e-08 1.272742414447998449e+01
7.783170636803887017e-08 1.008908723837459220e+01
7.870479394040294333e-08 7.827158552730836050e+00
7.957788151276702972e-08 5.915188556176779855e+00
8.045096908513110288e-08 4.326494443672614487e+00
8.132405665749517603e-08 3.033622565128107684e+00
8.219714422985926242e-08 2.010833213160939437e+00
8.307023180222333558e-08 1.234316350015230990e+00
8.394331937458742197e-08 6.746144733157196649e-01
8.481640694695149512e-08 2.967800469476439273e-01
8.568949451931556828e-08 7.874339259811669045e-02
8.656258209167965467e-08 1.468106352276465920e-04
