0.000000000000000000e+00 2.733514809742620564e+05
6.119181927866682870e-10 2.705904982732053613e+05
1.223836385573336574e-09 2.678295155721487245e+05
1.835754578360004964e-09 2.650685328710920294e+05
2.447672771146673148e-09 2.623075501700354507e+05
3.059590963933341332e-09 2.595465674689787556e+05
3.671509156720009929e-09 2.567855847679221188e+05
4.283427349506677699e-09 2.540246020668654528e+05
4.895345542293346296e-09 2.512636193658087577e+05
5.507263735080014893e-09 2.485026366647520917e+05
6.119181927866682664e-09 2.457416539636954549e+05
6.731100120653351261e-09 2.429806712626388762e+05
7.343018313440019858e-09 2.402196885615822102e+05
7.954936506226688455e-09 2.374587058605255152e+05
8.566854699013355398e-09 2.346977231594689365e+05
9.178772891800023995e-09 2.319367404584122123e+05
9.790691084586692592e-09 2.291757577573555463e+05
1.040260927737336119e-08 2.264147750562989386e+05
1.101452747016002979e-08 2.236537923552422435e+05
1.162644566294669673e-08 2.208928096541855775e+05
1.223836385573336533e-08 2.181318269531289407e+05
1.285028204852003392e-08 2.153708442520722747e+05
1.346220024130670252e-08 2.126098615510156087e+05
1.407411843409337112e-08 2.098488788499589427e+05
1.468603662688003972e-08 2.070878961489022768e+05
1.529795481966670666e-08 2.043269134478456690e+05
1.590987301245337691e-08 2.015659307467889448e+05
1.652179120524004385e-08 1.988049480457323079e+05
1.713370939802671080e-08 1.960439653446756711e+05
1.774562759081338105e-08 1.932829826436190051e+05
1.835754578360004799e-08 1.905219999425623682e+05
1.896946397638671824e-08 1.877610172415056732e+05
1.958138216917338518e-08 1.850000345404490072e+05
2.019330036196005213e-08 1.822390518393923994e+05
2.080521855474672238e-08 1.794780691383357334e+05
2.141713674753338932e-08 1.767170864372790384e+05
2.202905494032005957e-08 1.739561037362224015e+05
2.264097313310672652e-08 1.711951210351657646e+05
2.325289132589339346e-08 1.684341383341090987e+05
2.386480951868006371e-08 1.656731556330524036e+05
2.447672771146673065e-08 1.629121729319957667e+05
2.508864590425340091e-08 1.601511902309391298e+05
2.570056409704006785e-08 1.573902075298824639e+05
2.631248228982673479e-08 1.546292248288258270e+05
2.692440048261340504e-08 1.518682421277691319e+05
2.753631867540007199e-08 1.491072594267124950e+05
2.814823686818674224e-08 1.463462767256558291e+05
2.876015506097340918e-08 1.435852940245991922e+05
2.937207325376007943e-08 1.408243113235424971e+05
2.998399144654674307e-08 1.380633286224858603e+05
3.059590963933341332e-08 1.353023459214291943e+05
3.120782783212008357e-08 1.325413632203725574e+05
3.181974602490675382e-08 1.297803805193158769e+05
3.243166421769341745e-08 1.270193978182592400e+05
3.304358241048008771e-08 1.242584151172026031e+05
3.365550060326675796e-08 1.214974324161459226e+05
3.426741879605342159e-08 1.187364497150892857e+05
3.487933698884009184e-08 1.159754670140326052e+05
3.549125518162676210e-08 1.132144843129759247e+05
3.610317337441342573e-08 1.104535016119193169e+05
3.671509156720009598e-08 1.076925189108626510e+05
3.732700975998676623e-08 1.049315362098059704e+05
3.793892795277343648e-08 1.021705535087493190e+05
3.855084614556010012e-08 9.940957080769266759e+04
3.916276433834677037e-08 9.664858810663598706e+04
3.977468253113344062e-08 9.388760540557932109e+04
4.038660072392010426e-08 9.112662270452272787e+04
4.099851891670677451e-08 8.836564000346606190e+04
4.161043710949344476e-08 8.560465730240938137e+04
4.222235530228011501e-08 8.284367460135267174e+04
4.283427349506677864e-08 8.008269190029604943e+04
4.344619168785344890e-08 7.732170919923938345e+04
4.405810988064011915e-08 7.456072649818271748e+04
4.467002807342678278e-08 7.179974379712608061e+04
4.528194626621345303e-08 6.903876109606944374e+04
4.589386445900012329e-08 6.627777839501277776e+04
4.650578265178678692e-08 6.351679569395611907e+04
4.711770084457345717e-08 6.075581299289945309e+04
4.772961903736012742e-08 5.799483029184280167e+04
4.834153723014679767e-08 5.523384759078612842e+04
4.895345542293346131e-08 5.247286488972949155e+04
4.956537361572013156e-08 4.971188218867282558e+04
5.017729180850680181e-08 4.695089948761615960e+04
5.078921000129346545e-08 4.418991678655953001e+04
5.140112819408013570e-08 4.142893408550287131e+04
5.201304638686680595e-08 3.866795138444619079e+04
5.262496457965346958e-08 3.590696868338956847e+04
5.323688277244013983e-08 3.314598598233290249e+04
5.384880096522681009e-08 3.038500328127620014e+04
5.446071915801348034e-08 2.762402058021956691e+04
5.507263735080014397e-08 2.486303787916293004e+04
5.568455554358681422e-08 2.210205517810623132e+04
5.629647373637348447e-08 1.934107247704959809e+04
5.690839192916014811e-08 1.658008977599296122e+04
5.752031012194681836e-08 1.381910707493626796e+04
5.813222831473348861e-08 1.105812437387963291e+04
5.874414650752015886e-08 8.297141672822937835e+03
5.935606470030682250e-08 5.536158971766334616e+03
5.996798289309348613e-08 2.775176270709698656e+03
6.057990108588015638e-08 1.419356965300297446e+01
6.057990108588015638e-08 1.000000000000000000e-03
